timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
0,12,1,300182.0,'[1, 11, 5, 6, 3, 7, 2, 9, 10, 4, 12, 8]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',300182.0,'[1, 11, 5, 6, 3, 7, 2, 9, 10, 4, 12, 8]'
0,12,1,271316.0,'[7, 1, 5, 6, 3, 10, 12, 11, 8, 4, 2, 9]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',271316.0,'[7, 1, 5, 6, 3, 10, 12, 11, 8, 4, 2, 9]'
0,12,1,280044.0,'[9, 2, 3, 1, 10, 6, 8, 5, 4, 11, 12, 7]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',280044.0,'[9, 2, 3, 1, 10, 6, 8, 5, 4, 11, 12, 7]'
16,12,1,266602.0,'[3, 6, 9, 10, 4, 1, 12, 11, 8, 5, 7, 2]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',266602.0,'[3, 6, 9, 10, 4, 1, 12, 11, 8, 5, 7, 2]'
0,12,1,271150.0,'[8, 12, 7, 11, 2, 1, 3, 6, 5, 9, 10, 4]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',271150.0,'[8, 12, 7, 11, 2, 1, 3, 6, 5, 9, 10, 4]'
0,12,1,265342.0,'[1, 9, 12, 6, 4, 11, 5, 10, 7, 3, 2, 8]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',265342.0,'[1, 9, 12, 6, 4, 11, 5, 10, 7, 3, 2, 8]'
0,12,1,266342.0,'[4, 7, 6, 11, 12, 3, 9, 1, 5, 2, 10, 8]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',266342.0,'[4, 7, 6, 11, 12, 3, 9, 1, 5, 2, 10, 8]'
0,12,1,287042.0,'[9, 3, 7, 10, 4, 6, 8, 11, 5, 1, 12, 2]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',287042.0,'[9, 3, 7, 10, 4, 6, 8, 11, 5, 1, 12, 2]'
0,12,1,280594.0,'[11, 2, 1, 3, 6, 4, 5, 7, 8, 9, 12, 10]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',280594.0,'[11, 2, 1, 3, 6, 4, 5, 7, 8, 9, 12, 10]'
16,12,1,274372.0,'[3, 2, 9, 6, 8, 1, 10, 5, 4, 11, 12, 7]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',274372.0,'[3, 2, 9, 6, 8, 1, 10, 5, 4, 11, 12, 7]'
0,12,1,293110.0,'[10, 2, 9, 4, 5, 8, 12, 11, 6, 3, 7, 1]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',293110.0,'[10, 2, 9, 4, 5, 8, 12, 11, 6, 3, 7, 1]'
0,12,1,272770.0,'[10, 12, 4, 3, 6, 11, 2, 5, 9, 7, 1, 8]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',272770.0,'[10, 12, 4, 3, 6, 11, 2, 5, 9, 7, 1, 8]'
0,12,1,287204.0,'[3, 7, 9, 11, 4, 1, 8, 6, 12, 5, 10, 2]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',287204.0,'[3, 7, 9, 11, 4, 1, 8, 6, 12, 5, 10, 2]'
0,12,1,253778.0,'[4, 12, 2, 1, 5, 7, 9, 11, 8, 6, 3, 10]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',253778.0,'[4, 12, 2, 1, 5, 7, 9, 11, 8, 6, 3, 10]'
0,12,1,265342.0,'[1, 9, 12, 6, 4, 11, 5, 10, 7, 3, 2, 8]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',265342.0,'[1, 9, 12, 6, 4, 11, 5, 10, 7, 3, 2, 8]'
0,12,1,271316.0,'[7, 1, 5, 6, 3, 10, 12, 11, 8, 4, 2, 9]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',271316.0,'[7, 1, 5, 6, 3, 10, 12, 11, 8, 4, 2, 9]'
15,12,1,266602.0,'[3, 6, 9, 10, 4, 1, 12, 11, 8, 5, 7, 2]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',266602.0,'[3, 6, 9, 10, 4, 1, 12, 11, 8, 5, 7, 2]'
0,12,1,272818.0,'[11, 12, 7, 8, 6, 4, 2, 1, 3, 10, 5, 9]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',272818.0,'[11, 12, 7, 8, 6, 4, 2, 1, 3, 10, 5, 9]'
0,12,1,283354.0,'[11, 2, 12, 5, 1, 7, 3, 6, 4, 10, 9, 8]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',283354.0,'[11, 2, 12, 5, 1, 7, 3, 6, 4, 10, 9, 8]'
0,12,1,259276.0,'[8, 12, 1, 5, 11, 4, 3, 6, 7, 9, 2, 10]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',259276.0,'[8, 12, 1, 5, 11, 4, 3, 6, 7, 9, 2, 10]'
