timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
36,5,329,243064.0,'[4, 5, 11, 7, 1, 8, 9, 2, 6, 3, 12, 10]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',311802.0,'[5, 1, 10, 7, 8, 4, 9, 2, 6, 11, 12, 3]'
13,5,329,246836.0,'[10, 5, 12, 2, 7, 3, 6, 8, 11, 4, 9, 1]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',305916.0,'[6, 10, 2, 12, 7, 3, 9, 8, 5, 4, 11, 1]'
59,6,394,249364.0,'[3, 10, 12, 4, 8, 6, 9, 7, 11, 2, 1, 5]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',306420.0,'[8, 3, 5, 11, 10, 6, 9, 4, 7, 1, 2, 12]'
55,9,591,242566.0,'[4, 12, 10, 5, 3, 8, 1, 2, 9, 7, 6, 11]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',305676.0,'[4, 11, 1, 9, 10, 8, 12, 6, 2, 7, 5, 3]'
8,5,330,244332.0,'[4, 9, 8, 3, 5, 12, 10, 11, 7, 2, 1, 6]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',314432.0,'[9, 3, 6, 4, 7, 12, 10, 11, 5, 2, 8, 1]'
14,7,461,249118.0,'[4, 12, 8, 9, 3, 10, 1, 7, 11, 2, 5, 6]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',321066.0,'[10, 12, 8, 6, 4, 11, 1, 3, 7, 2, 5, 9]'
12,7,462,249468.0,'[6, 10, 12, 2, 7, 8, 1, 9, 4, 11, 5, 3]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',303208.0,'[10, 1, 5, 2, 7, 6, 8, 4, 11, 12, 9, 3]'
20,9,592,238796.0,'[4, 1, 11, 7, 3, 10, 12, 9, 8, 6, 5, 2]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',344566.0,'[9, 7, 4, 1, 3, 5, 6, 12, 10, 11, 8, 2]'
12,7,460,249904.0,'[8, 7, 5, 10, 3, 4, 11, 12, 2, 1, 9, 6]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',328844.0,'[7, 9, 10, 5, 8, 6, 11, 12, 3, 1, 4, 2]'
22,6,394,246582.0,'[5, 1, 9, 4, 2, 10, 12, 3, 8, 6, 7, 11]',224416.0,'[8, 1, 6, 2, 11, 10, 3, 5, 9, 7, 12, 4]',302844.0,'[1, 6, 9, 10, 12, 4, 3, 2, 8, 5, 11, 7]'
