timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
31,19,738,510102.0,'[14, 1, 7, 13, 16, 6, 5, 17, 8, 15, 2, 3, 4, 9, 12, 10, 11]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',599402.0,'[9, 16, 2, 13, 5, 17, 1, 12, 6, 15, 7, 3, 14, 11, 8, 10, 4]'
31,24,419,522886.0,'[14, 2, 7, 6, 5, 13, 1, 10, 11, 12, 9, 15, 3, 4, 16, 17, 8]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',628298.0,'[11, 6, 2, 5, 1, 7, 8, 10, 12, 13, 4, 15, 9, 14, 16, 17, 3]'
7,18,245,531266.0,'[7, 8, 12, 2, 14, 9, 13, 11, 6, 16, 3, 10, 17, 5, 1, 15, 4]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',629862.0,'[1, 13, 9, 17, 16, 14, 2, 7, 6, 11, 3, 10, 12, 5, 8, 15, 4]'
31,29,994,512236.0,'[16, 9, 6, 11, 7, 4, 2, 5, 15, 13, 3, 17, 12, 1, 10, 14, 8]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',622178.0,'[11, 10, 1, 16, 17, 9, 12, 5, 14, 2, 15, 7, 13, 3, 6, 4, 8]'
31,23,796,516362.0,'[4, 13, 12, 8, 2, 14, 6, 11, 5, 9, 3, 10, 7, 1, 15, 16, 17]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',643934.0,'[16, 6, 1, 9, 10, 7, 3, 8, 13, 4, 5, 17, 12, 14, 15, 2, 11]'
38,25,1178,515102.0,'[15, 5, 4, 11, 8, 12, 3, 16, 13, 17, 9, 2, 1, 10, 14, 7, 6]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',647818.0,'[12, 8, 4, 6, 10, 5, 3, 9, 17, 15, 16, 2, 1, 11, 13, 14, 7]'
16,28,503,519538.0,'[5, 12, 17, 8, 9, 16, 10, 4, 14, 2, 11, 7, 13, 1, 6, 3, 15]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',648390.0,'[3, 15, 4, 14, 16, 11, 10, 17, 1, 2, 13, 7, 5, 8, 12, 9, 6]'
15,20,436,517704.0,'[4, 14, 16, 9, 12, 13, 10, 1, 7, 6, 8, 15, 11, 3, 2, 5, 17]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',600490.0,'[9, 16, 15, 11, 12, 1, 8, 13, 14, 4, 10, 7, 6, 3, 2, 5, 17]'
16,22,387,528560.0,'[9, 4, 10, 14, 12, 2, 1, 7, 11, 3, 17, 8, 16, 15, 6, 13, 5]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',624998.0,'[6, 2, 3, 1, 12, 11, 14, 7, 9, 5, 17, 8, 16, 15, 10, 13, 4]'
15,23,433,523252.0,'[7, 12, 9, 17, 4, 3, 16, 5, 14, 15, 8, 1, 11, 10, 13, 6, 2]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',625636.0,'[11, 4, 12, 9, 3, 17, 16, 6, 14, 15, 2, 1, 7, 10, 13, 5, 8]'
38,22,795,505278.0,'[13, 1, 15, 10, 5, 14, 2, 6, 7, 16, 9, 8, 3, 17, 11, 12, 4]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',605330.0,'[17, 7, 15, 9, 16, 14, 2, 5, 4, 10, 3, 6, 11, 13, 8, 12, 1]'
16,14,342,530512.0,'[2, 3, 9, 15, 16, 8, 5, 14, 11, 10, 12, 4, 1, 6, 17, 13, 7]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',611360.0,'[11, 5, 4, 2, 16, 12, 15, 10, 8, 9, 7, 14, 1, 6, 17, 13, 3]'
31,30,665,519668.0,'[3, 2, 9, 1, 4, 17, 12, 13, 8, 14, 15, 11, 16, 7, 5, 10, 6]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',654438.0,'[17, 10, 8, 3, 14, 1, 12, 15, 16, 2, 6, 11, 4, 7, 5, 9, 13]'
16,22,556,528470.0,'[3, 16, 13, 1, 14, 5, 12, 9, 7, 11, 8, 6, 10, 2, 17, 15, 4]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',653024.0,'[15, 14, 13, 5, 10, 3, 12, 9, 16, 11, 7, 4, 2, 8, 17, 6, 1]'
31,27,650,524672.0,'[3, 16, 14, 7, 17, 2, 1, 9, 5, 8, 6, 12, 11, 15, 13, 10, 4]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',645028.0,'[11, 2, 12, 10, 8, 13, 16, 3, 4, 9, 7, 14, 17, 15, 6, 5, 1]'
6,22,433,524576.0,'[11, 6, 10, 9, 13, 15, 17, 16, 4, 3, 5, 2, 14, 12, 8, 7, 1]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',610442.0,'[8, 14, 3, 12, 10, 17, 11, 16, 4, 6, 5, 2, 9, 15, 13, 7, 1]'
32,27,610,529256.0,'[12, 10, 17, 16, 4, 8, 3, 2, 15, 13, 11, 14, 1, 5, 9, 6, 7]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',639030.0,'[3, 7, 4, 9, 13, 8, 17, 16, 12, 15, 11, 2, 1, 5, 14, 6, 10]'
15,28,533,523496.0,'[5, 4, 10, 13, 7, 17, 2, 14, 3, 11, 6, 12, 8, 1, 16, 15, 9]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',614562.0,'[2, 9, 10, 8, 1, 6, 7, 17, 3, 14, 5, 12, 11, 13, 16, 15, 4]'
