timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
21,855,855,571082.0,'[1, 3, 14, 5, 16, 12, 17, 13, 15, 7, 4, 10, 6, 2, 9, 8, 11]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',646106.0,'[5, 2, 8, 11, 12, 15, 9, 17, 3, 1, 6, 13, 16, 4, 10, 7, 14]'
21,911,911,571058.0,'[13, 6, 10, 14, 9, 3, 11, 12, 16, 2, 7, 5, 4, 1, 15, 8, 17]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',610778.0,'[5, 16, 2, 15, 4, 10, 17, 7, 8, 14, 3, 6, 13, 12, 11, 9, 1]'
21,640,640,576042.0,'[4, 8, 11, 1, 15, 7, 2, 14, 5, 10, 17, 12, 6, 3, 9, 16, 13]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',637760.0,'[8, 16, 11, 1, 7, 2, 13, 10, 4, 15, 14, 17, 5, 9, 12, 3, 6]'
21,915,915,568200.0,'[8, 5, 11, 2, 14, 7, 1, 15, 3, 9, 12, 17, 6, 16, 10, 4, 13]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',614790.0,'[14, 10, 5, 8, 2, 13, 17, 4, 6, 16, 9, 7, 15, 3, 12, 1, 11]'
21,894,894,571966.0,'[7, 16, 9, 10, 17, 13, 1, 8, 4, 2, 11, 6, 14, 5, 12, 15, 3]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',617008.0,'[3, 6, 14, 7, 4, 13, 17, 11, 8, 5, 10, 16, 1, 12, 2, 15, 9]'
21,910,910,563588.0,'[17, 14, 10, 5, 9, 8, 16, 3, 15, 2, 6, 13, 11, 1, 12, 7, 4]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',623176.0,'[7, 2, 9, 5, 1, 11, 8, 16, 10, 13, 12, 4, 3, 6, 15, 17, 14]'
21,606,606,563416.0,'[4, 14, 10, 5, 9, 16, 6, 15, 1, 12, 17, 11, 13, 3, 2, 7, 8]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',655084.0,'[5, 4, 12, 13, 10, 2, 9, 8, 6, 11, 16, 3, 17, 7, 15, 14, 1]'
21,897,897,570406.0,'[6, 4, 16, 9, 2, 11, 13, 7, 8, 15, 17, 1, 14, 10, 12, 3, 5]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',633064.0,'[3, 15, 6, 14, 5, 10, 13, 8, 12, 17, 11, 7, 1, 16, 4, 2, 9]'
21,888,888,566326.0,'[1, 17, 7, 16, 4, 15, 6, 12, 3, 2, 13, 9, 14, 10, 5, 8, 11]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',655510.0,'[1, 5, 3, 12, 10, 8, 14, 6, 16, 15, 2, 11, 4, 9, 13, 17, 7]'
21,643,643,586116.0,'[12, 15, 4, 16, 9, 11, 14, 3, 10, 5, 2, 6, 1, 13, 7, 8, 17]',491812.0,'[12, 2, 6, 7, 4, 8, 14, 5, 11, 3, 16, 13, 17, 9, 1, 10, 15]',624146.0,'[4, 16, 2, 17, 14, 12, 11, 3, 5, 10, 7, 13, 1, 8, 15, 9, 6]'
