timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
584,21,6823,3847318.0,'[15, 24, 25, 4, 7, 11, 6, 23, 13, 12, 5, 18, 21, 20, 16, 8, 9, 19, 14, 1, 26, 3, 17, 10, 22, 2]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4274933.0,'[19, 15, 20, 14, 16, 23, 1, 13, 18, 10, 17, 12, 21, 7, 2, 6, 24, 11, 4, 8, 26, 22, 3, 25, 9, 5]'
633,23,7472,3827945.0,'[8, 22, 6, 13, 14, 25, 7, 1, 16, 26, 4, 20, 19, 18, 12, 15, 9, 5, 21, 2, 23, 11, 10, 24, 3, 17]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4277110.0,'[9, 10, 3, 16, 18, 5, 13, 22, 24, 14, 4, 25, 19, 11, 8, 26, 7, 15, 21, 2, 23, 12, 1, 20, 6, 17]'
648,23,7473,3859984.0,'[25, 15, 10, 16, 7, 11, 6, 26, 8, 12, 9, 5, 18, 20, 2, 19, 14, 1, 4, 21, 17, 24, 3, 23, 22, 13]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4201915.0,'[21, 20, 26, 7, 15, 25, 23, 3, 8, 22, 11, 13, 12, 17, 5, 18, 9, 16, 4, 19, 24, 1, 2, 6, 10, 14]'
539,20,6496,3829517.0,'[10, 15, 16, 26, 8, 13, 3, 2, 6, 14, 9, 5, 19, 1, 21, 12, 18, 20, 7, 11, 17, 4, 25, 24, 22, 23]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4359902.0,'[8, 18, 1, 2, 20, 14, 3, 25, 12, 17, 13, 11, 22, 24, 15, 16, 26, 6, 7, 5, 10, 4, 19, 21, 9, 23]'
703,18,5847,3827616.0,'[12, 22, 10, 13, 8, 3, 4, 1, 15, 7, 18, 19, 9, 14, 2, 16, 20, 5, 21, 23, 26, 24, 6, 11, 17, 25]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4071898.0,'[14, 25, 9, 13, 16, 18, 4, 12, 10, 20, 17, 19, 6, 8, 2, 21, 3, 5, 15, 11, 26, 23, 1, 24, 7, 22]'
585,21,6822,3828375.0,'[13, 23, 22, 12, 18, 17, 25, 15, 1, 26, 7, 19, 20, 3, 14, 16, 21, 9, 5, 11, 6, 2, 24, 10, 8, 4]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4216827.0,'[16, 1, 23, 14, 18, 17, 19, 10, 4, 26, 25, 12, 3, 11, 24, 20, 15, 21, 7, 5, 13, 2, 6, 22, 8, 9]'
485,17,5524,3840831.0,'[11, 17, 26, 10, 2, 22, 23, 12, 21, 7, 14, 5, 1, 20, 3, 8, 19, 18, 9, 6, 15, 25, 16, 24, 13, 4]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4212090.0,'[25, 22, 26, 4, 12, 13, 19, 9, 1, 3, 14, 2, 7, 21, 5, 10, 11, 18, 23, 6, 15, 17, 16, 24, 20, 8]'
549,20,6497,3842136.0,'[17, 10, 3, 2, 21, 6, 26, 22, 11, 7, 5, 18, 20, 14, 16, 8, 19, 1, 9, 15, 12, 23, 25, 24, 13, 4]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4164115.0,'[8, 11, 12, 16, 24, 4, 26, 22, 17, 14, 25, 21, 13, 18, 1, 3, 19, 23, 9, 15, 20, 5, 7, 2, 10, 6]'
601,22,7149,3837819.0,'[17, 26, 25, 23, 2, 8, 22, 4, 13, 12, 5, 18, 1, 14, 6, 21, 9, 20, 19, 15, 10, 24, 16, 3, 7, 11]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4135806.0,'[5, 17, 19, 3, 13, 16, 14, 2, 4, 8, 7, 1, 24, 22, 23, 11, 9, 18, 15, 10, 21, 20, 6, 26, 12, 25]'
691,25,8123,3836330.0,'[11, 8, 13, 26, 18, 2, 7, 15, 25, 6, 9, 21, 14, 19, 23, 4, 20, 5, 1, 10, 22, 12, 17, 24, 16, 3]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4071600.0,'[2, 6, 10, 23, 18, 20, 12, 7, 24, 11, 8, 1, 26, 4, 17, 19, 13, 5, 21, 9, 25, 15, 14, 3, 16, 22]'
612,22,7148,3837932.0,'[2, 13, 23, 22, 12, 10, 4, 15, 21, 7, 14, 18, 20, 1, 3, 8, 19, 5, 9, 6, 26, 16, 24, 17, 11, 25]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4234131.0,'[7, 2, 25, 22, 5, 19, 14, 10, 24, 21, 8, 18, 11, 13, 6, 4, 15, 1, 26, 3, 16, 20, 23, 17, 9, 12]'
585,21,6822,3828244.0,'[8, 22, 21, 2, 7, 17, 25, 26, 3, 6, 19, 12, 9, 20, 4, 15, 5, 18, 14, 11, 13, 10, 23, 16, 24, 1]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4056982.0,'[8, 22, 21, 23, 12, 16, 3, 6, 26, 11, 13, 7, 5, 15, 9, 25, 19, 20, 14, 24, 18, 10, 4, 17, 2, 1]'
549,20,6496,3826262.0,'[10, 25, 1, 16, 4, 22, 13, 6, 2, 8, 9, 21, 5, 3, 23, 14, 18, 19, 20, 15, 24, 17, 26, 7, 11, 12]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4381302.0,'[13, 9, 26, 17, 5, 1, 15, 2, 7, 18, 11, 21, 24, 6, 23, 8, 20, 25, 10, 16, 4, 19, 14, 3, 22, 12]'
538,17,5522,3833973.0,'[24, 4, 25, 11, 8, 6, 22, 26, 23, 18, 5, 20, 1, 9, 7, 14, 3, 19, 12, 15, 16, 21, 17, 10, 2, 13]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4035507.0,'[4, 24, 25, 8, 13, 10, 17, 21, 26, 18, 5, 9, 16, 20, 1, 7, 3, 19, 22, 23, 2, 12, 15, 11, 6, 14]'
849,26,8449,3818614.0,'[26, 8, 15, 10, 4, 12, 2, 6, 23, 18, 1, 21, 5, 9, 7, 14, 3, 19, 20, 24, 16, 17, 25, 11, 13, 22]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4175434.0,'[8, 14, 2, 1, 22, 10, 18, 15, 19, 6, 12, 25, 5, 26, 17, 4, 13, 3, 24, 16, 11, 21, 9, 20, 23, 7]'
617,22,7148,3829687.0,'[10, 22, 11, 16, 6, 17, 24, 21, 15, 1, 18, 12, 7, 20, 2, 25, 19, 9, 5, 14, 26, 13, 23, 3, 4, 8]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4207858.0,'[17, 25, 4, 26, 11, 19, 1, 20, 24, 21, 13, 10, 23, 8, 3, 15, 2, 9, 14, 5, 6, 18, 16, 12, 7, 22]'
585,21,6823,3832233.0,'[10, 7, 23, 26, 2, 17, 24, 16, 21, 8, 20, 3, 18, 19, 6, 1, 5, 14, 9, 4, 13, 12, 11, 22, 15, 25]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4185452.0,'[17, 26, 24, 22, 13, 12, 6, 14, 23, 8, 25, 2, 15, 10, 1, 9, 5, 7, 20, 3, 4, 18, 11, 21, 16, 19]'
655,24,7798,3829910.0,'[6, 22, 14, 12, 18, 16, 25, 1, 8, 4, 19, 20, 3, 7, 13, 15, 9, 5, 21, 10, 23, 2, 24, 17, 11, 26]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4163481.0,'[17, 6, 21, 26, 20, 8, 10, 15, 9, 11, 19, 13, 14, 4, 25, 16, 2, 5, 22, 12, 24, 1, 7, 18, 3, 23]'
464,17,5525,3843802.0,'[17, 24, 26, 16, 6, 8, 13, 4, 11, 12, 9, 5, 18, 14, 22, 21, 15, 20, 19, 25, 1, 10, 23, 3, 2, 7]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4215434.0,'[24, 16, 26, 17, 22, 9, 14, 4, 19, 23, 7, 25, 18, 10, 8, 3, 6, 2, 13, 1, 5, 11, 12, 15, 20, 21]'
582,21,6825,3828136.0,'[26, 23, 11, 2, 8, 25, 3, 24, 15, 1, 18, 12, 19, 20, 16, 21, 9, 14, 5, 13, 7, 6, 22, 4, 10, 17]',3817852.0,'[17, 11, 26, 7, 4, 14, 6, 22, 23, 18, 5, 9, 1, 21, 8, 12, 3, 19, 20, 15, 10, 25, 24, 16, 13, 2]',4159131.0,'[23, 6, 8, 15, 21, 9, 13, 26, 10, 11, 16, 17, 2, 20, 24, 5, 25, 18, 1, 3, 19, 14, 7, 12, 22, 4]'
