timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
10,25,644,410150.0,'[11, 12, 7, 9, 13, 5, 6, 2, 14, 4, 10, 8, 1, 3, 15]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',491146.0,'[3, 10, 2, 5, 9, 6, 4, 15, 11, 14, 7, 8, 1, 13, 12]'
15,17,280,409474.0,'[8, 13, 3, 15, 6, 2, 7, 1, 4, 14, 12, 11, 5, 10, 9]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',502030.0,'[15, 1, 2, 11, 13, 14, 6, 4, 3, 8, 12, 9, 5, 10, 7]'
16,17,404,405946.0,'[10, 6, 2, 15, 7, 13, 3, 4, 8, 9, 12, 14, 11, 1, 5]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',531588.0,'[6, 8, 12, 15, 10, 13, 3, 14, 5, 4, 9, 7, 11, 1, 2]'
0,18,389,403160.0,'[11, 10, 4, 13, 6, 9, 7, 8, 3, 1, 12, 15, 5, 2, 14]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',494608.0,'[14, 8, 4, 10, 3, 6, 11, 15, 9, 1, 12, 7, 5, 2, 13]'
16,17,295,416398.0,'[6, 5, 15, 11, 7, 3, 13, 1, 14, 4, 10, 12, 2, 9, 8]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',501654.0,'[15, 7, 1, 5, 10, 3, 12, 9, 4, 6, 11, 13, 2, 14, 8]'
15,28,706,403486.0,'[5, 7, 13, 14, 10, 11, 8, 1, 3, 12, 2, 6, 9, 4, 15]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',523106.0,'[1, 5, 9, 8, 12, 6, 13, 2, 10, 3, 11, 7, 14, 4, 15]'
0,15,269,411550.0,'[2, 6, 10, 14, 7, 4, 11, 15, 13, 5, 3, 12, 1, 8, 9]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',500482.0,'[10, 7, 4, 11, 6, 2, 3, 15, 13, 5, 1, 12, 9, 8, 14]'
16,16,569,400088.0,'[6, 1, 10, 5, 8, 13, 9, 2, 14, 12, 7, 3, 15, 4, 11]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',466130.0,'[7, 1, 11, 10, 4, 6, 9, 2, 13, 12, 14, 3, 5, 15, 8]'
15,12,247,423924.0,'[2, 3, 12, 4, 1, 8, 13, 15, 10, 9, 14, 11, 6, 7, 5]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',503796.0,'[4, 2, 1, 12, 13, 9, 3, 15, 10, 5, 14, 8, 6, 7, 11]'
7,16,459,402908.0,'[12, 3, 6, 13, 9, 2, 4, 7, 15, 8, 11, 1, 10, 5, 14]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',495482.0,'[5, 8, 10, 1, 2, 12, 6, 7, 15, 9, 11, 3, 13, 4, 14]'
