timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
47,16,1680,402802.0,'[8, 6, 9, 3, 4, 10, 11, 2, 13, 12, 1, 14, 15, 7, 5]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',441826.0,'[5, 6, 9, 15, 2, 14, 12, 4, 13, 11, 1, 10, 3, 7, 8]'
37,17,1785,414016.0,'[12, 6, 3, 13, 14, 8, 2, 15, 10, 11, 5, 7, 9, 4, 1]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',475592.0,'[4, 12, 13, 3, 14, 10, 5, 15, 8, 2, 11, 7, 9, 6, 1]'
63,19,1995,393476.0,'[15, 7, 13, 14, 12, 5, 8, 2, 10, 11, 4, 6, 9, 3, 1]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',497140.0,'[7, 11, 13, 14, 8, 5, 2, 10, 1, 12, 6, 4, 9, 3, 15]'
38,16,1680,408988.0,'[9, 13, 7, 14, 11, 12, 4, 6, 8, 3, 2, 1, 10, 15, 5]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',476536.0,'[5, 8, 7, 9, 11, 12, 13, 6, 4, 14, 2, 1, 10, 15, 3]'
46,14,1470,414844.0,'[10, 7, 1, 15, 6, 14, 8, 4, 9, 2, 11, 13, 12, 5, 3]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',445576.0,'[10, 7, 1, 13, 15, 14, 8, 4, 9, 2, 11, 6, 5, 12, 3]'
49,17,1785,398164.0,'[6, 2, 12, 7, 14, 9, 15, 5, 13, 8, 1, 3, 4, 10, 11]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',471846.0,'[3, 4, 2, 1, 7, 9, 15, 5, 13, 12, 14, 6, 8, 10, 11]'
45,18,1890,409622.0,'[1, 14, 10, 3, 6, 8, 7, 9, 4, 15, 5, 2, 13, 11, 12]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',461968.0,'[7, 14, 3, 13, 6, 1, 10, 2, 4, 15, 5, 9, 12, 11, 8]'
60,17,1785,397810.0,'[13, 8, 11, 5, 6, 12, 7, 10, 15, 4, 2, 9, 14, 3, 1]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',436614.0,'[13, 8, 11, 2, 14, 15, 4, 10, 6, 1, 5, 9, 12, 3, 7]'
47,17,1785,416700.0,'[8, 4, 9, 13, 6, 7, 2, 5, 3, 12, 15, 10, 14, 1, 11]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',471968.0,'[8, 4, 5, 13, 6, 15, 7, 3, 12, 9, 1, 10, 14, 2, 11]'
38,16,1680,409470.0,'[15, 8, 14, 7, 13, 4, 2, 6, 10, 12, 1, 3, 11, 9, 5]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',448572.0,'[11, 7, 14, 8, 9, 4, 2, 6, 12, 15, 1, 3, 10, 13, 5]'
