timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
62,19,1995,406036.0,'[6, 1, 11, 8, 2, 13, 9, 15, 7, 10, 14, 4, 5, 3, 12]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',475458.0,'[6, 7, 10, 8, 3, 4, 12, 15, 1, 14, 11, 13, 5, 2, 9]'
54,19,1995,402706.0,'[14, 1, 9, 2, 4, 15, 7, 10, 6, 8, 5, 3, 13, 11, 12]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',452834.0,'[2, 14, 9, 12, 7, 11, 8, 10, 1, 6, 5, 3, 13, 15, 4]'
46,15,1575,417318.0,'[6, 12, 14, 1, 7, 9, 4, 8, 10, 2, 13, 15, 11, 3, 5]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',482398.0,'[2, 12, 14, 11, 10, 9, 4, 6, 7, 8, 13, 15, 1, 3, 5]'
54,17,1785,402560.0,'[15, 3, 10, 13, 7, 9, 6, 2, 14, 8, 1, 5, 4, 11, 12]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',473334.0,'[1, 4, 12, 13, 11, 5, 6, 2, 14, 8, 15, 7, 3, 9, 10]'
47,19,1995,407836.0,'[3, 9, 7, 12, 2, 8, 4, 15, 1, 6, 5, 10, 14, 11, 13]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',466778.0,'[3, 12, 7, 9, 2, 4, 10, 15, 14, 6, 5, 11, 1, 13, 8]'
53,18,1890,406854.0,'[2, 6, 11, 13, 7, 1, 12, 15, 14, 3, 10, 8, 5, 4, 9]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',482040.0,'[4, 7, 9, 13, 11, 2, 1, 12, 14, 3, 10, 8, 5, 15, 6]'
47,16,1680,405682.0,'[2, 6, 10, 13, 14, 7, 12, 15, 5, 9, 1, 8, 3, 4, 11]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',471308.0,'[2, 6, 10, 13, 5, 4, 12, 14, 1, 9, 15, 8, 11, 7, 3]'
53,18,1890,398944.0,'[4, 5, 9, 6, 13, 10, 8, 2, 1, 11, 7, 14, 15, 12, 3]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',465394.0,'[1, 8, 4, 6, 12, 14, 5, 15, 9, 11, 7, 13, 2, 10, 3]'
47,16,1680,398624.0,'[13, 2, 6, 15, 5, 10, 7, 3, 1, 4, 12, 14, 11, 9, 8]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',462014.0,'[3, 2, 14, 15, 5, 12, 4, 13, 1, 7, 10, 6, 11, 8, 9]'
38,16,1680,406270.0,'[9, 12, 4, 10, 5, 7, 1, 6, 2, 14, 8, 13, 3, 11, 15]',388214.0,'[5, 10, 4, 13, 2, 9, 1, 11, 12, 14, 7, 15, 3, 8, 6]',459420.0,'[9, 7, 13, 10, 11, 3, 1, 6, 2, 12, 8, 4, 14, 5, 15]'
