timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
723,18,6804,5538.0,'[12, 23, 5, 28, 22, 16, 6, 13, 4, 11, 20, 9, 3, 15, 27, 21, 25, 18, 7, 8, 2, 19, 17, 10, 14, 24, 26, 1]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6266.0,'[13, 23, 5, 6, 25, 19, 21, 11, 2, 16, 20, 18, 1, 15, 27, 28, 22, 3, 7, 9, 4, 12, 17, 10, 14, 24, 26, 8]'
981,25,9450,5368.0,'[16, 6, 12, 28, 7, 10, 9, 25, 4, 2, 18, 8, 3, 21, 20, 11, 22, 19, 23, 14, 5, 17, 26, 15, 24, 1, 13, 27]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6528.0,'[16, 17, 27, 21, 11, 10, 9, 25, 3, 2, 22, 8, 4, 19, 5, 24, 14, 6, 23, 12, 13, 26, 20, 7, 18, 1, 28, 15]'
901,23,8694,5442.0,'[12, 7, 18, 22, 1, 10, 13, 19, 4, 11, 9, 3, 6, 23, 15, 27, 8, 24, 20, 26, 14, 17, 16, 5, 21, 2, 25, 28]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6378.0,'[27, 28, 13, 22, 19, 10, 26, 23, 14, 11, 20, 3, 4, 18, 9, 1, 2, 24, 25, 12, 7, 17, 8, 5, 6, 16, 15, 21]'
1056,27,10206,5460.0,'[11, 24, 21, 7, 22, 25, 20, 13, 27, 12, 19, 16, 26, 1, 15, 6, 8, 10, 14, 2, 28, 18, 17, 9, 5, 23, 3, 4]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6660.0,'[12, 18, 26, 3, 23, 25, 27, 7, 20, 11, 19, 22, 2, 8, 15, 28, 24, 4, 21, 13, 9, 14, 17, 1, 5, 6, 16, 10]'
1065,22,8316,5336.0,'[21, 22, 17, 1, 8, 9, 18, 11, 24, 25, 10, 14, 23, 6, 7, 3, 27, 20, 19, 5, 15, 12, 13, 28, 16, 26, 4, 2]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6504.0,'[27, 25, 23, 10, 1, 15, 22, 4, 24, 13, 8, 14, 16, 7, 6, 2, 19, 20, 21, 11, 3, 5, 18, 28, 17, 26, 12, 9]'
1025,26,9828,5422.0,'[26, 5, 3, 2, 6, 13, 17, 16, 24, 19, 9, 20, 11, 14, 21, 10, 22, 25, 15, 7, 4, 18, 23, 27, 8, 28, 12, 1]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6462.0,'[22, 4, 26, 1, 6, 20, 17, 16, 28, 18, 7, 13, 14, 10, 21, 25, 11, 9, 15, 5, 3, 23, 24, 19, 2, 27, 12, 8]'
1080,27,10206,5390.0,'[4, 21, 24, 22, 28, 16, 10, 11, 23, 12, 17, 19, 15, 27, 7, 9, 6, 25, 3, 13, 8, 18, 26, 5, 2, 20, 14, 1]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6892.0,'[28, 21, 24, 18, 17, 15, 5, 3, 2, 7, 22, 23, 16, 12, 10, 19, 6, 27, 13, 4, 11, 8, 26, 20, 14, 25, 9, 1]'
821,21,7938,5438.0,'[2, 15, 19, 27, 8, 17, 10, 4, 25, 18, 12, 16, 23, 28, 7, 26, 6, 5, 3, 21, 22, 11, 13, 1, 9, 14, 20, 24]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6416.0,'[3, 11, 7, 28, 1, 25, 5, 10, 8, 15, 27, 16, 17, 26, 19, 12, 4, 18, 2, 21, 22, 6, 13, 23, 9, 14, 20, 24]'
967,25,9450,5476.0,'[5, 4, 26, 28, 14, 9, 11, 20, 10, 3, 13, 8, 2, 22, 15, 17, 7, 19, 27, 23, 25, 12, 21, 1, 18, 6, 24, 16]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6744.0,'[6, 17, 23, 28, 14, 10, 26, 21, 8, 3, 5, 7, 2, 11, 1, 16, 22, 19, 27, 12, 4, 18, 20, 15, 9, 13, 25, 24]'
1085,25,9450,5316.0,'[25, 8, 12, 7, 15, 22, 17, 19, 3, 11, 13, 23, 9, 6, 28, 10, 21, 27, 18, 5, 2, 26, 20, 24, 16, 4, 14, 1]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6800.0,'[26, 2, 9, 21, 15, 22, 6, 25, 20, 14, 24, 23, 1, 17, 3, 10, 11, 28, 7, 13, 8, 5, 27, 19, 16, 4, 12, 18]'
