timeMillis,stepsCount,solutionsChecked,cost,solution,optimalSolutionCost,optimalSolution,firstSolutionCost,firstSolution
486,3419,3419,6228.0,'[6, 16, 9, 22, 1, 14, 26, 18, 19, 12, 5, 10, 25, 23, 27, 4, 7, 17, 20, 2, 24, 13, 3, 8, 21, 15, 11, 28]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6654.0,'[11, 1, 7, 25, 6, 9, 13, 23, 20, 26, 24, 8, 15, 27, 17, 22, 12, 14, 5, 21, 4, 28, 18, 3, 16, 19, 10, 2]'
486,2648,2648,6272.0,'[26, 21, 17, 8, 28, 5, 16, 25, 3, 15, 18, 13, 7, 27, 4, 22, 9, 20, 24, 14, 11, 10, 19, 6, 1, 2, 23, 12]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',7046.0,'[4, 1, 27, 23, 9, 10, 14, 2, 8, 3, 12, 18, 16, 19, 6, 17, 25, 13, 7, 21, 26, 22, 11, 28, 5, 15, 24, 20]'
486,4178,4178,6180.0,'[7, 8, 11, 15, 14, 5, 10, 24, 9, 13, 17, 6, 18, 21, 1, 3, 25, 19, 4, 27, 23, 12, 2, 28, 16, 26, 20, 22]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',7290.0,'[28, 7, 3, 18, 16, 13, 1, 8, 25, 4, 23, 10, 9, 2, 12, 6, 19, 14, 21, 26, 22, 24, 17, 27, 11, 15, 20, 5]'
486,4309,4309,6218.0,'[22, 8, 4, 27, 1, 17, 11, 18, 9, 10, 13, 6, 21, 7, 24, 15, 19, 25, 5, 3, 2, 12, 28, 20, 26, 14, 16, 23]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',7004.0,'[24, 16, 21, 23, 25, 28, 4, 15, 2, 20, 11, 27, 14, 7, 19, 12, 22, 18, 9, 3, 5, 10, 13, 1, 6, 26, 8, 17]'
486,4553,4553,6146.0,'[11, 23, 7, 28, 22, 17, 19, 14, 24, 20, 12, 15, 18, 8, 2, 25, 9, 10, 6, 1, 26, 3, 4, 21, 13, 27, 16, 5]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6796.0,'[3, 12, 8, 2, 19, 23, 4, 27, 6, 11, 21, 16, 22, 10, 5, 1, 24, 25, 13, 26, 15, 20, 7, 9, 28, 14, 17, 18]'
486,4565,4565,6208.0,'[20, 22, 1, 13, 18, 21, 9, 12, 23, 17, 11, 6, 16, 14, 7, 2, 28, 19, 26, 10, 8, 25, 27, 4, 3, 15, 24, 5]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',7214.0,'[14, 17, 12, 23, 22, 11, 1, 7, 16, 6, 28, 26, 24, 10, 13, 4, 9, 21, 20, 5, 8, 15, 18, 3, 19, 2, 25, 27]'
486,4553,4553,6248.0,'[16, 3, 23, 21, 22, 4, 10, 7, 8, 24, 12, 25, 2, 26, 27, 28, 17, 15, 20, 14, 9, 18, 1, 19, 5, 11, 13, 6]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6858.0,'[4, 22, 9, 10, 28, 23, 16, 25, 2, 12, 6, 5, 14, 17, 21, 24, 18, 7, 15, 26, 11, 20, 1, 13, 8, 19, 27, 3]'
486,4572,4572,6150.0,'[9, 4, 8, 6, 28, 27, 11, 3, 7, 16, 13, 25, 26, 17, 22, 12, 15, 10, 23, 24, 5, 18, 20, 1, 19, 21, 2, 14]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',7250.0,'[1, 14, 3, 16, 5, 20, 7, 26, 10, 18, 6, 24, 15, 12, 4, 23, 13, 25, 2, 8, 27, 19, 28, 9, 17, 21, 22, 11]'
486,4550,4550,6194.0,'[23, 21, 28, 14, 22, 27, 17, 9, 13, 11, 16, 25, 18, 20, 7, 4, 2, 8, 1, 19, 6, 15, 24, 26, 3, 5, 10, 12]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6840.0,'[13, 4, 12, 7, 9, 21, 27, 17, 20, 18, 15, 23, 3, 25, 22, 26, 2, 11, 19, 5, 28, 10, 24, 1, 14, 8, 6, 16]'
486,4515,4515,6248.0,'[20, 19, 12, 24, 18, 14, 17, 10, 8, 9, 11, 13, 1, 21, 6, 28, 15, 4, 22, 7, 25, 5, 3, 16, 23, 2, 26, 27]',5166.0,'[18, 21, 9, 1, 28, 20, 11, 3, 13, 12, 10, 19, 14, 22, 15, 2, 25, 16, 4, 23, 7, 17, 24, 26, 5, 27, 8, 6]',6960.0,'[7, 26, 3, 10, 14, 28, 27, 5, 6, 11, 12, 22, 24, 16, 19, 8, 9, 15, 4, 23, 13, 20, 21, 25, 2, 1, 17, 18]'
